user_id,new_id,order
1019,355,3
737,118883,0
737,754696,1
737,12170677,2
737,11652927,3
1028,3008,0
1028,30628,1
1028,21751,2
1028,2863,3
968,695395,0
968,780149,1
968,122280216,2
968,681043,3
1034,1581,0
1034,77090,1
1034,611,2
1034,990,3
941,11972257,0
941,12134808,1
941,738219,2
941,875678,3
1009,40,0
1009,243207,1
1009,12093043,2
1009,363,3
989,122225669,0
989,122254567,1
989,1283165,2
989,11975025,3
1012,433839,0
1012,611870,1
1012,344232,2
1012,448779,3
1003,1161222,0
1003,11900418,1
1003,221,2
1003,102167,3
1051,885049,0
1051,316814,1
1051,51620,2
1051,945045,3
1029,12237289,0
1029,122240288,1
1029,12245647,2
1029,12232744,3
828,11659023,0
828,758912,1
828,729674,2
828,677154,3
992,903850,0
992,97972,1
992,2495,2
992,319185,3
1055,7,0
1055,49,1
1055,48,2
1055,1056,3
1043,2,0
1043,108,1
1043,357,2
1043,358,3
936,817440,0
936,11647619,1
936,809815,2
936,1069739,3
1030,8895,0
1030,225,1
1030,707,2
1030,108,3
1107,562,0
1107,374,1
1107,910,2
1107,911,3
1058,483,0
1058,714794,1
1058,924072,2
1058,19603,3
1085,447081,0
1085,452180,1
1085,764626,2
1085,2259,3
1020,250043,0
1020,320464,1
1020,162096,2
1020,311759,3
1060,744826,0
1060,1434,1
1060,793662,2
1060,613339,3
1105,217,0
1105,225,1
1105,675,2
1105,220,3
1137,11927296,0
1137,539478,1
1137,12244031,2
1137,962026,3
1152,968,0
1152,84,1
1152,996,2
1152,970,3
1024,447195,0
1024,175334,1
1024,27059,2
1024,572,3
976,12083723,0
976,122240701,1
976,8113,2
976,122227046,3
1149,2397,0
1149,8111,1
1149,3074,2
1149,941,3
1180,124720,0
1180,15215,1
1180,44304,2
1180,797,3
979,635718,0
979,12009887,1
979,596,2
979,203618,3
1164,140,0
1164,9118,1
1164,5310,2
1164,5314,3
1195,1043,0
1195,180,1
1195,120387,2
1195,10096,3
1153,275,0
1153,944,1
1153,19733,2
1153,797,3
1167,2297,0
1167,63,1
1167,1714,2
1167,882,3
1204,770,0
1204,2933,1
1204,2078,2
1204,600,3
1207,2454,0
1207,150936,1
1207,130046,2
1207,16048,3
1172,2094,0
1172,562,1
1172,108,2
1172,562,3
1209,914737,0
1209,861536,1
1209,1050091,2
1209,183,3
1212,352196,0
1212,17724,1
1212,13988,2
1212,953,3
1200,571388,0
1200,547701,1
1200,756,2
1200,41482,3
1221,687584,0
1221,439373,1
1221,28423,2
1221,351362,3
1229,19810,0
1229,941,1
1229,32544,2
1229,994,3
1217,1161,0
1217,915037,1
1217,946407,2
1217,623682,3
1099,403236,0
1099,594067,1
1099,75488,2
1099,8972,3
1189,393553,0
1189,1006,1
1189,246812,2
1189,2121,3
1224,358,0
1224,562,1
1224,355,2
1224,1200,3
1231,362,0
1231,567,1
1231,13,2
1231,18562,3
1236,371326,0
1236,322632,1
1236,328784,2
1236,335623,3
1187,122306,0
1187,122302,1
1187,195982,2
1187,193285,3
1223,2451,0
1223,109645,1
1223,109644,2
1223,18657,3
1267,6727,0
1267,3780,1
1267,11862471,2
1267,11806951,3
1222,738550,0
1222,192131,1
1222,471,2
1222,389989,3
1249,446472,0
1249,12240635,1
1249,11900928,2
1249,11752873,3
1286,141,0
1286,693,1
1286,583,2
1286,884,3
1306,909,0
1306,4114,1
1306,4108,2
1306,4113,3
1288,2463,0
1288,1585,1
1288,2543,2
1288,2542,3
1269,2384,0
1269,2392,1
1269,348,2
1269,693,3
1317,1145,0
1317,1823,1
1317,346,2
1317,180,3
1296,974526,0
1296,11982345,1
1296,12126886,2
1296,12013614,3
1329,330717,0
1329,118468,1
1329,677,2
1329,1322,3
1320,1046973,0
1320,60,1
1320,2205,2
1320,110,3
1327,12128498,0
1327,832270,1
1327,12010566,2
1327,853010,3
1227,2321,0
1227,2353,1
1227,248,2
1227,2,3
1335,103829,0
1335,5239,1
1335,5241,2
1335,5244,3
1386,2604,0
1386,674,1
1386,69,2
1386,1473,3
1383,713,0
1383,583,1
1383,714,2
1383,720,3
1381,994,0
1381,331,1
1381,8614,2
1381,1200,3
1415,10663,0
1415,789,1
1415,2401,2
1415,243112,3
1392,566,0
1392,805,1
1392,2391,2
1392,1676,3
1358,761214,0
1358,684722,1
1358,68946,2
1358,137,3
1422,2454,0
1422,2451,1
1422,923,2
1422,8488,3
1318,2450,0
1318,2459,1
1318,2465,2
1318,2484,3
1456,912,0
1456,936,1
1456,2858,2
1456,1194,3
1453,1106,0
1453,1463,1
1453,2657,2
1453,968,3
1451,3465,0
1451,225,1
1451,4534,2
1451,9101,3
1399,218858,0
1399,64,1
1399,945,2
1399,542,3
1353,11929313,0
1353,1105580,1
1353,12024312,2
1353,2835,3
1411,261982,0
1411,676,1
1411,358,2
1411,562,3
1463,1112,0
1463,126,1
1463,1506,2
1463,41482,3
1480,1010,0
1480,1636,1
1480,4236,2
1480,4234,3
1476,673782,0
1476,619505,1
1476,688940,2
1476,778307,3
1479,456,0
1479,13189,1
1479,458,2
1479,7547,3
1488,35745,0
1488,180,1
1488,573,2
1488,677,3
1485,48,0
1485,108,1
1485,357,2
1485,355,3
1498,15685,0
1498,393217,1
1498,123325,2
1498,108,3
1460,68946,0
1460,427580,1
1460,14875,2
1460,4291,3
1449,566307,0
1449,425592,1
1449,858959,2
1449,346257,3
1548,982,0
1548,4044,1
1548,10504,2
1548,8582,3
1500,108,0
1500,358,1
1500,355,2
1500,359,3
1493,27797,0
1493,12013614,1
1493,12222387,2
1493,11647619,3
1502,1132649,0
1502,907459,1
1502,582573,2
1502,2278,3
1478,199681,0
1478,219,1
1478,469,2
1478,11898330,3
1546,101187,0
1546,8376,1
1546,1194,2
1546,679,3
1470,12053159,0
1470,12139447,1
1470,12154090,2
1470,11995690,3
1578,694,0
1578,702,1
1578,319,2
1578,33169,3
1520,656764,0
1520,1129104,1
1520,1286126,2
1520,33087,3
1592,583,0
1592,713,1
1592,714,2
1592,314,3
1613,4108,0
1613,193285,1
1613,157355,2
1613,150936,3
1581,1194,0
1581,2825,1
1581,2,2
1581,693,3
1557,727355,0
1557,596982,1
1557,336018,2
1557,277440,3
1624,46279,0
1624,3074,1
1624,14086,2
1624,4018,3
1583,11899029,0
1583,361138,1
1583,361136,2
1583,650642,3
1633,122224057,0
1633,6899,1
1633,968064,2
1633,673148,3
1647,75865,0
1647,211567,1
1647,120387,2
1647,190930,3
1596,108,0
1596,357,1
1596,358,2
1596,355,3
1628,347,0
1628,51329,1
1628,33695,2
1628,11190,3
1657,1138,0
1657,2726,1
1657,5738,2
1657,4452,3
1666,1644,0
1666,130046,1
1666,1634,2
1666,191319,3
1638,103,0
1638,49,1
1638,48,2
1638,358,3
1682,47,0
1682,1076,1
1682,789,2
1682,1527,3
1653,13544,0
1653,16255,1
1653,157897,2
1653,127999,3
1614,18302,0
1614,7389,1
1614,4663,2
1614,283,3
1610,5642,0
1610,2552,1
1610,2732,2
1610,1983,3
1706,137,0
1706,5748,1
1706,43569,2
1706,103,3
1680,914725,0
1680,832270,1
1680,21788,2
1680,764226,3
1709,757135,0
1709,416203,1
1709,385982,2
1709,237346,3
1782,583,0
1782,713,1
1782,714,2
1782,180,3
1765,141,0
1765,2278,1
1765,1814,2
1765,1338,3
1729,1158483,0
1729,652463,1
1729,369556,2
1729,920016,3
1748,1212587,0
1748,125,1
1748,1131659,2
1748,877158,3
1807,1626,0
1807,889,1
1807,23543,2
1807,225,3
1749,337955,0
1749,641,1
1749,652,2
1749,653,3
1741,752,0
1741,175390,1
1741,144526,2
1741,106468,3
1829,850810,0
1829,694882,1
1829,551222,2
1829,11624318,3
1753,108,0
1753,357,1
1753,358,2
1753,355,3
1830,147,0
1830,108,1
1830,1200,2
1830,359,3
1711,247697,0
1711,893945,1
1711,966777,2
1711,86847,3
1837,3525,0
1837,443,1
1837,40,2
1837,4,3
1836,358,0
1836,562,1
1836,355,2
1836,1200,3
1831,63,0
1831,191,1
1831,192,2
1831,194,3
1867,150936,0
1867,16048,1
1867,157355,2
1867,79985,3
1865,507,0
1865,8065,1
1865,1296,2
1865,38,3
1852,8487,0
1852,5422,1
1852,1798,2
1852,104456,3
1825,11771147,0
1825,11861693,1
1825,1281139,2
1825,11676487,3
1701,12227680,0
1701,12117842,1
1701,1224516,2
1701,747864,3
1856,8295,0
1856,741140,1
1856,144881,2
1856,2716,3
1890,943,0
1890,219,1
1890,462,2
1890,1097,3
1869,920,0
1869,3424,1
1869,885,2
1869,2,3
1849,27482,0
1849,4629,1
1849,584509,2
1849,264708,3
1898,1207056,0
1898,12170677,1
1898,1115,2
1898,538078,3
1879,11993951,0
1879,438099,1
1879,133046,2
1879,686215,3
1939,158066,0
1939,9519,1
1939,1434,2
1939,6619,3
1947,125,0
1947,587,1
1947,4024,2
1947,1194,3
1912,562,0
1912,359,1
1912,357,2
1912,373139,3
1918,2,0
1918,195,1
1918,126,2
1918,18,3
1970,127459,0
1970,20992,1
1970,73978,2
1970,355,3
1893,11679963,0
1893,892970,1
1893,719432,2
1893,73971,3
1974,169997,0
1974,17890,1
1974,5427,2
1974,11630,3
1953,710256,0
1953,931318,1
1953,1161222,2
1953,798113,3
1971,944,0
1971,248,1
1971,1041,2
1971,922,3
1987,12640,0
1987,21609,1
1987,20255,2
1987,20253,3
1984,994,0
1984,1043,1
1984,1727,2
1984,133679,3
1909,1856,0
1909,1795,1
1909,2088,2
1909,1802,3
1938,1239168,0
1938,11932438,1
1938,447153,2
1938,134,3
2012,562,0
2012,123378,1
2012,69068,2
2012,1751,3
1986,619459,0
1986,682976,1
1986,585277,2
1986,3230,3
2007,2088,0
2007,134,1
2007,1389,2
2007,848,3
2017,395467,0
2017,450329,1
2017,11973581,2
2017,6729,3
2028,12092093,0
2028,11743833,1
2028,122237941,2
2028,12222945,3
2025,11697552,0
2025,409180,1
2025,26518,2
2025,2,3
2060,39271,0
2060,30946,1
2060,381684,2
2060,21788,3
2054,941,0
2054,687047,1
2054,11697552,2
2054,756814,3
2020,816490,0
2020,11610552,1
2020,879688,2
2020,609,3
1291,274145,0
1291,242259,1
1291,20332,2
1291,197225,3
2056,108,0
2056,357,1
2056,358,2
2056,355,3
2096,2170,0
2096,37044,1
2096,6186,2
2096,108,3
2057,1576,0
2057,378627,1
2057,335692,2
2057,98635,3
2042,581207,0
2042,575276,1
2042,612140,2
2042,54127,3
2112,11929313,0
2112,997,1
2112,32975,2
2112,193377,3
2121,16048,0
2121,16061,1
2121,300,2
2121,1799,3
2102,423300,0
2102,35785,1
2102,332229,2
2102,122888,3
2164,3589,0
2164,2347,1
2164,1338,2
2164,29990,3
2153,409997,0
2153,7099,1
2153,2349,2
2153,3099,3
2123,150936,0
2123,255907,1
2123,237346,2
2123,998,3
2137,163157,0
2137,146978,1
2137,119317,2
2137,853010,3
1526,1609,0
1526,1376,1
1526,781,2
1526,1597,3
2047,873768,0
2047,573594,1
2047,271520,2
2047,122279764,3
2176,999,0
2176,325056,1
2176,54127,2
2176,56340,3
2168,1552,0
2168,529136,1
2168,193285,2
2168,157355,3
2172,2005,0
2172,4754,1
2172,3661,2
2172,4757,3
2189,860050,0
2189,1050714,1
2189,273201,2
2189,1194020,3
2158,4785,0
2158,582,1
2158,310,2
2158,7421,3
2192,1785,0
2192,911,1
2192,910,2
2192,374,3
2159,878885,0
2159,920016,1
2159,878890,2
2159,915037,3
2149,403784,0
2149,11995496,1
2149,862101,2
2149,11791470,3
2200,861536,0
2200,1285505,1
2200,435848,2
2200,12358,3
2135,122229528,0
2135,235708,1
2135,12222387,2
2135,122246358,3
2210,193285,0
2210,157355,1
2210,37076,2
2210,33,3
2201,529504,0
2201,63,1
2201,439373,2
2201,191,3
2219,719,0
2219,691893,1
2219,915037,2
2219,790073,3
2218,1172,0
2218,49,1
2218,300,2
2218,2670,3
2199,5663,0
2199,152940,1
2199,2175,2
2199,797,3
2223,651079,0
2223,1007937,1
2223,221093,2
2223,11923091,3
2228,3963,0
2228,122230615,1
2228,771583,2
2228,12266,3
2232,711,0
2232,710,1
2232,452818,2
2232,2259,3
2251,769,0
2251,308,1
2251,954,2
2251,1010,3
2260,661781,0
2260,319,1
2260,187920,2
2260,3292,3
2239,22,0
2239,2197,1
2239,2792,2
2239,674,3
2114,144623,0
2114,1462,1
2114,1172,2
2114,1292,3
2273,415,0
2273,1419,1
2273,169772,2
2273,51078,3
2305,792172,0
2305,445348,1
2305,14783,2
2305,327626,3
2270,677,0
2270,17026,1
2270,2304,2
2270,719,3
2315,88027,0
2315,102,1
2315,103,2
2315,26688,3
2052,866308,0
2052,1255113,1
2052,790073,2
2052,452180,3
2295,654483,0
2295,629098,1
2295,521391,2
2295,348450,3
2184,108,0
2184,357,1
2184,358,2
2184,355,3
2340,715,0
2340,716,1
2340,717,2
2340,2671,3
2323,3395,0
2323,5717,1
2323,11083,2
2323,108,3
2338,132251,0
2338,100725,1
2338,17724,2
2338,11396,3
2347,1,0
2347,905,1
2347,954,2
2347,953,3
2325,2068,0
2325,6960,1
2325,4256,2
2325,101,3
2362,832270,0
2362,989285,1
2362,6890,2
2362,1235123,3
2294,108,0
2294,357,1
2294,358,2
2294,355,3
2378,5463,0
2378,30816,1
2378,329558,2
2378,13160,3
2398,1328,0
2398,2451,1
2398,3297,2
2398,1126,3
2371,166877,0
2371,563132,1
2371,30183,2
2371,48544,3
2372,301237,0
2372,157355,1
2372,171541,2
2372,64,3
2248,448936,0
2248,388219,1
2248,387484,2
2248,387480,3
2356,568,0
2356,93772,1
2356,41562,2
2356,58738,3
2361,108,0
2361,357,1
2361,358,2
2361,355,3
2329,681935,0
2329,12125161,1
2329,12078401,2
2329,435848,3
2419,713404,0
2419,192621,1
2419,546349,2
2419,523501,3
2448,1295,0
2448,303,1
2448,4481,2
2448,97205,3
2413,3161,0
2413,1190,1
2413,49,2
2413,790,3
2450,722,0
2450,720,1
2450,723,2
2450,713,3
2418,615009,0
2418,3888,1
2418,3287,2
2418,770,3
2476,1291,0
2476,12013747,1
2476,513195,2
2476,354,3
2477,727,0
2477,693,1
2477,18718,2
2477,4845,3
2485,357,0
2485,129,1
2485,1317,2
2485,797,3
2432,989546,0
2432,1146,1
2432,875678,2
2432,2397,3
2482,2735,0
2482,331,1
2482,1677,2
2482,50106,3
2481,49,0
2481,48,1
2481,13,2
2481,249,3
2489,1312,0
2489,1310,1
2489,1311,2
2489,1282,3
2459,562,0
2459,108,1
2459,357,2
2459,358,3
2462,95701,0
2462,3682,1
2462,28921,2
2462,25572,3
2334,679228,0
2334,759126,1
2334,520494,2
2334,746440,3
2519,15956,0
2519,4651,1
2519,4647,2
2519,1268,3
2550,1328,0
2550,7555,1
2550,7437,2
2550,4601,3
2535,2131,0
2535,4387,1
2535,221,2
2535,1751,3
2516,2545,0
2516,2862,1
2516,2860,2
2516,2517,3
2513,274620,0
2513,17724,1
2513,22152,2
2513,9987,3
2497,244907,0
2497,57,1
2497,351,2
2497,2533,3
2493,866308,0
2493,1768,1
2493,12064380,2
2493,11919822,3
2536,1321,0
2536,1590,1
2536,968,2
2536,180,3
2559,1944,0
2559,1711,1
2559,1043,2
2559,370,3
2557,230624,0
2557,247555,1
2557,7881,2
2557,52644,3
2499,11575,0
2499,1527,1
2499,4139,2
2499,4624,3
2560,1252558,0
2560,12081155,1
2560,6363,2
2560,11949148,3
2575,103031,0
2575,216301,1
2575,1322,2
2575,274164,3
2597,529,0
2597,51,1
2597,724,2
2597,4041,3
2576,43647,0
2576,12,1
2576,882,2
2576,374,3
2624,743875,0
2624,1020134,1
2624,11982526,2
2624,1632,3
2603,733755,0
2603,11790450,1
2603,796410,2
2603,112726,3
2633,4121,0
2633,911,1
2633,4534,2
2633,941,3
2627,572,0
2627,3732,1
2627,2545,2
2627,2862,3
2625,277440,0
2625,408566,1
2625,1069369,2
2625,364389,3
2544,972274,0
2544,189175,1
2544,19501,2
2544,6918,3
2651,1588,0
2651,12191,1
2651,11543,2
2651,492,3
2662,853010,0
2662,446818,1
2662,1218495,2
2662,1147063,3
2685,40413,0
2685,23546,1
2685,94214,2
2685,93772,3
2676,676,0
2676,358,1
2676,562,2
2676,355,3
2599,655489,0
2599,12202341,1
2599,122227400,2
2599,2259,3
2639,719,0
2639,853010,1
2639,346,2
2639,11640163,3
2423,12060026,0
2423,11766091,1
2423,1007909,2
2423,464,3
2751,11,0
2751,835321,1
2751,608299,2
2751,547701,3
2649,3772,0
2649,3789,1
2649,3388,2
2649,4245,3
2706,238023,0
2706,1677,1
2706,1352,2
2706,2012,3
2680,344198,0
2680,33101,1
2680,686336,2
2680,780217,3
2766,1093,0
2766,223167,1
2766,69781,2
2766,39840,3
2716,122280323,0
2716,834219,1
2716,300,2
2716,2898,3
2746,129965,0
2746,297222,1
2746,329365,2
2746,300,3
2747,926602,0
2747,2668,1
2747,941,2
2747,366329,3
2551,19313,0
2551,6648,1
2551,3971,2
2551,4857,3
2745,2006,0
2745,941,1
2745,12723,2
2745,4048,3
2688,142596,0
2688,10008,1
2688,17536,2
2688,1796,3
2772,657677,0
2772,676,1
2772,358,2
2772,562,3
2711,7,0
2711,221,1
2711,6157,2
2711,6858,3
2786,106468,0
2786,144526,1
2786,175390,2
2786,1149,3
2759,1105580,0
2759,720864,1
2759,810438,2
2759,967588,3
2797,847597,0
2797,1074209,1
2797,12235037,2
2797,106822,3
2773,322383,0
2773,310486,1
2773,122280579,2
2773,386646,3
2562,12052683,0
2562,1252558,1
2562,2158,2
2562,727769,3
2820,587,0
2820,968,1
2820,225,2
2820,220,3
2823,4036,0
2823,2869,1
2823,3209,2
2823,3054,3
2756,413706,0
2756,5727,1
2756,164470,2
2756,180641,3
2808,1506,0
2808,784999,1
2808,12127880,2
2808,25905,3
2822,1321,0
2822,3453,1
2822,291,2
2822,225,3
2821,49,0
2821,108,1
2821,357,2
2821,358,3
2829,1239,0
2829,3007,1
2829,22929,2
2829,14240,3
2791,347176,0
2791,220476,1
2791,528,2
2791,651,3
2815,749,0
2815,49,1
2815,1677,2
2815,1527,3
2852,4317,0
2852,1748,1
2852,1142,2
2852,180,3
2836,904019,0
2836,237336,1
2836,11301,2
2836,238693,3
2849,484,0
2849,2668,1
2849,4174,2
2849,3074,3
2854,866308,0
2854,1252558,1
2854,192942,2
2854,1185,3
2858,408566,0
2858,454388,1
2858,562474,2
2858,5145,3
2869,1632,0
2869,3115,1
2869,1534,2
2869,3002,3
2897,868111,0
2897,838999,1
2897,809675,2
2897,894462,3
2912,16744,0
2912,5664,1
2912,5208,2
2912,110,3
2875,4175,0
2875,2796,1
2875,3285,2
2875,770,3
2921,945,0
2921,561,1
2921,825,2
2921,542,3
2902,16048,0
2902,16061,1
2902,150936,2
2902,157355,3
2937,751,0
2937,110209,1
2937,4553,2
2937,3628,3
2911,247555,0
2911,144526,1
2911,217695,2
2911,196743,3
2863,78244,0
2863,17322,1
2863,17318,2
2863,17295,3
2947,12132193,0
2947,12212032,1
2947,722181,2
2947,11734125,3
2962,1317,0
2962,3,1
2962,150,2
2962,1673,3
2953,248204,0
2953,682976,1
2953,5459,2
2953,512125,3
2960,3237,0
2960,104,1
2960,152,2
2960,13,3
2910,1104047,0
2910,12236439,1
2910,583673,2
2910,648548,3
2967,12017,0
2967,924,1
2967,1736,2
2967,1069,3
2964,378568,0
2964,990975,1
2964,245138,2
2964,266655,3
2963,11951903,0
2963,770,1
2963,571388,2
2963,866308,3
3008,596155,0
3008,1046973,1
3008,563126,2
3008,1851,3
2978,122240827,0
2978,122229469,1
2978,12086471,2
2978,11604945,3
2976,248,0
2976,49,1
2976,48,2
2976,567,3
2816,12030037,0
2816,926602,1
2816,532636,2
2816,11657527,3
3025,140,0
3025,5536,1
3025,2769,2
3025,80380,3
2988,102,0
2988,3628,1
2988,2725,2
2988,1517,3
3032,1528,0
3032,101,1
3032,695,2
3032,1289,3
3056,1202,0
3056,1264,1
3056,4501,2
3056,1463,3
3061,169842,0
3061,572561,1
3061,738219,2
3061,443190,3
3026,3066,0
3026,3048,1
3026,7181,2
3026,3350,3
3046,2788,0
3046,3303,1
3046,1469,2
3046,676,3
3037,686464,0
3037,425594,1
3037,710928,2
3037,476,3
3069,3674,0
3069,147,1
3069,1041,2
3069,3074,3
3088,24744,0
3088,40,1
3088,33232,2
3088,33109,3
3070,775597,0
3070,2559,1
3070,583,2
3070,713,3
2894,180,0
2894,1136,1
2894,12239800,2
2894,12125167,3
3093,950,0
3093,1983,1
3093,1570,2
3093,3955,3
3068,12134484,0
3068,741746,1
3068,1168307,2
3068,11771989,3
2955,13302,0
2955,12522,1
2955,1155,2
2955,290080,3
